cidade,uf,url
Itapetininga,SP,https://www.itapetininga.sp.gov.br/diario-oficial-eletronico
Poá,SP,https://poa.sp.gov.br/diario-oficial/
São Caetano do Sul,SP,https://diariooficial.saocaetanodosul.sp.gov.br/
Itu,SP,https://itu.sp.gov.br/imprensa-oficial/
Pindamonhangaba,SP,https://pindamonhangaba.1dom.com.br/
Botucatu,SP,https://imprensaoficialmunicipal.com.br/botucatu
Araras,SP,https://assistechpublicacoes.com.br/app/pmararassp/diario-oficial
Jandira,SP,https://imprensaoficialmunicipal.com.br/jandira
Birigui,SP,https://imprensaoficialmunicipal.com.br/birigui
Tatuí,SP,http://tatui.sp.gov.br/diario-oficial
Salto,SP,https://www.imprensaoficialmunicipal.com.br/salto
Cubatão,SP,https://diariooficial.cubatao.sp.gov.br/
Guaratinguetá,SP,https://imprensaoficialmunicipal.com.br/guara
Ferraz de Vasconcelos,SP,https://ferrazdevasconcelos.sp.gov.br/web/home/boletins-oficiais/
Leme,SP,https://www.leme.sp.gov.br/imprensa
Itatiba,SP,https://www.itatiba.sp.gov.br/imprensaoficial
Barretos,SP,http://barretos.sp.gov.br/folha-de-barretos
Mairiporã,SP,https://www.mairipora.sp.gov.br/imprensa-oficial/
Arujá,SP,https://www.legislacaodigital.com.br/Aruja-SP/
Votorantim,SP,https://www.votorantim.sp.gov.br/portal/diario-oficial
Lorena,SP,https://www.imprensaoficial.com.br/DO/BuscaDO2001_11_2.aspx
Ourinhos,SP,https://www.ourinhos.sp.gov.br/portal/diario-oficial
Caieiras,SP,https://www.caieiras.sp.gov.br/?id=imprensa-oficial
Itanhaém,SP,https://www2.itanhaem.sp.gov.br/boletim-oficial/
Itapeva,SP,https://imprensaoficialmunicipal.com.br/itapeva
Paulínia,SP,https://www.paulinia.sp.gov.br/portal/diario-oficial
Jaguariúna,SP,https://imprensaoficialmunicipal.com.br/jaguariuna
Tupã,SP,https://www.imprensaoficialmunicipal.com.br/tupa
São João da Boa Vista,SP,https://www.saojoao.sp.gov.br/jornal-oficial
Mogi Guaçu,SP,https://www.imprensaoficialmunicipal.com.br/mogi_guacu
Itapira,SP,https://imprensaoficialmunicipal.com.br/itapira
Catanduva,SP,https://imprensaoficialmunicipal.com.br/catanduva
Votuporanga,SP,https://www.imprensaoficialmunicipal.com.br/votuporanga
Bebedouro,SP,http://sp.portaldatransparencia.com.br/prefeitura/bebedouro/
Lins,SP,https://imprensaoficialmunicipal.com.br/lins
Cosmópolis,SP,https://cosmopolis.sp.gov.br/semanario/
Ibiúna,SP,https://ibiuna.sp.gov.br/diario-oficial/
Caraguatatuba,SP,https://diariooficial.caraguatatuba.sp.gov.br/
São Roque,SP,https://www.saoroque.sp.gov.br/portal/diario-oficial
Penápolis,SP,https://www.penapolis.sp.gov.br/portal/diario-oficial
Registro,SP,http://diario.registro.sp.gov.br/
Capivari,SP,https://capivari.sp.gov.br/portal/servicos/diario-oficial/
Jaboticabal,SP,https://www.jaboticabal.sp.gov.br/portal/diario-oficial
Mogi Mirim,SP,https://www.mogimirim.sp.gov.br/jornal
Matão,SP,https://www.matao.sp.gov.br/diariooficial
Mirassol,SP,https://www.imprensaoficialmunicipal.com.br/mirassol
Porto Feliz,SP,https://www.prefeitura.kingpage.com.br/diario-oficial-eletronico
Itararé,SP,https://imprensaoficialmunicipal.com.br/itarare
Monte Mor,SP,https://www.montemor.sp.gov.br/portal/diario-oficial
Avaré,SP,https://imprensaoficialmunicipal.com.br/avare
Batatais,SP,https://www.batatais.sp.gov.br/diariooficial/
Artur Nogueira,SP,https://www.gdoe.com.br/arturnogueira
Itupeva,SP,https://www.imprensaoficialmunicipal.com.br/itupeva
São Sebastião,SP,https://cespro.com.br/visualizarDiarioOficial.php?cdMunicipio=9427
Campo Limpo Paulista,SP,https://imprensaoficialmunicipal.com.br/campo_limpo_paulista
Piedade,SP,https://www.piedade.sp.gov.br/portal/diario-oficial
Itapema,SP,https://imprensaoficialmunicipal.com.br/itapema
Cajamar,SP,https://cajamar.sp.gov.br/diariooficial/
Peruíbe,SP,https://www.peruibe.sp.gov.br/diario-oficial-do-municipio-dom-e/
Amparo,SP,https://imprensaoficialmunicipal.com.br/amparo
Boituva,SP,https://www.boituva.sp.gov.br/diario-oficial
Cerquilho,SP,http://www.cerquilho.sp.gov.br/diario-oficial-eletronico
Laranjal Paulista,SP,https://www.imprensaoficialmunicipal.com.br/laranjal_paulista
Tietê,SP,https://www.tiete.sp.gov.br/diariooficial.php
Mococa,SP,http://www.mococa.sp.gov.br/diario-oficial-eletronico
Capão Bonito,SP,https://imprensaoficial.capaobonito.sp.gov.br/
Porto Ferreira,SP,https://portoferreira.sp.gov.br/diariooficial
Lençóis Paulista,SP,https://lencois.mentor.metaway.com.br/diario/#/diarios
São Manuel,SP,https://www.saomanuel.sp.gov.br/portal/diario-oficial
Pederneiras,SP,https://www.imprensaoficialmunicipal.com.br/pederneiras
São Joaquim da Barra,SP,https://www.imprensaoficialmunicipal.com.br/sao_joaquim_da_barra
